p1,p2,p3,n_pois,business_ids
101,69,58,7,vol4SJXerqyi3IEIDucVRQ|kLNGhwL8kwsMVSGLTII9Vg|Udzz7HMuk1GSLjeRAD109g|dwJL0XiFv7EgCts-wjQpwg|cOKIKCLuUiWMUIb6Fp5N4w...
87,85,66,7,E9NdANM1gVijPPkl1K2CDg|7iv9l8x7nr_s536GiFBDXQ|5W3_J8LPpOQFvfw7Bb-mSQ|8TWIJBl-XCdwYoQYa1VViQ|IWbAT_jOGwJuDE-BAZ1Riw...
1,71,4,7,2vpxylaHnk-vwcpaKR1-GA|QY9h6QIaBFeExPGNPqiOMg|5YtjFYTv2QGLy6cGK0iHcQ|oOktbtHRm9uflTh16oDqgw|IHdsfOvIYXjmGS2PNBcbRg...
120,53,11,7,45QMGtW3JDeRbpZJKV42Tg|W_Ot0J-nqghANhfpETVlEA|4S8nErLNlZkyt6zUC40B6g|Oszt0U3SdtBDwN8pXiE6hg|D5sobMXHhktSZUnWtj8I0A...
99,71,34,7,RwzgW59-Clp9rG7M1LjKKg|00AGVWzkxNLGb-7ZrwAOIA|pKs2J9bigGVN1qxnOrDK8A|mqJ5wiIbrOfEpbahzTIl5w|_1erJ4alN71jOjeoThCfxg...
66,38,48,7,wIRrMytWVZXBB6Lp9_MZIg|cJ3g7ZlVP8y8el2JjY5LDg|dSdnWJxvhLwvsDfRI1lKuQ|XuC0WlUNm7IKzyoAQIw-7A|vAjNHtuCm1Pwu47PEOTwXA...
66,90,91,7,wHqPx4f20MzowCDp7oHxhg|Vu7kofK7uRUWP9tWDhl85A|vG2fn6N79dHUp7rrYOeT_w|LsqIKqHgfJv9tPn2PQPq4w|pgCwVL3uVQqWv5fsWk3w3g...
61,38,4,7,dX6vforkmX1pNCSgzyVS2w|A4xEoDXQl_busK3P9VGQOQ|A86OMHEehf4YMJ2g1wYeug|zQee6DF458ap5YbtOkMOOQ|Cp-xqpD0qY97LziqEUdJtw...
45,9,33,7,JgDmIJ9hk5fh_BMs-_uWAA|tY5vZleEtz5rtRJcG_qPew|L7ds4L1huaAAjE4ctmt-Rw|JKw-tL1TtW81A0MjQcqzOw|CCMsnqg5k4duhfs_KPS3TA...
125,71,88,7,QXHTyjutAlsL_esmT2vSqA|pNOgbiOm3wOhqw9zNFCuDw|dRNrAjTbe9DCdpJUIW4c0g|vkFyV7uIbd_VzbWS793lsw|GL3FY0h4j2nC2irrV9p7UA...
87,42,4,7,ZOrdGDowOMvHUvqahS9whg|qqX8KlCbK6uWEe-6bVPa6w|VWHKb94aTtdUwp6OPQzZBA|FqNpVym5Xy8CSv-9YXu75Q|XF3KL8d2LM7nUoo6UsmVLQ...
8,6,47,7,uBLzGGjHthoUlheOD5JEww|6_d8wy4dlTH3jVmjyn3o7w|wDTSqTKQMaUyuMrqvh7uqg|kegzuRTWVcIAfsmGmkfHeA|YVz2TMKVyyfSzZazQtj-qA...
66,38,91,7,ONv9xY_g2HXkrPc1wyZoTQ|GIFERe9jqQzhv2GztCffNg|vyV80mTt7Jgn5NquZImWGg|FCiXWj7oZ4XsAeBrOYTy9A|IwI4wpDfG-OtZA4hQTNioQ...
24,53,29,7,UvJrc3opqG8q3eHxYnqPxg|u4EKKHuz4UOF61m0risk5Q|T46xhb2WKustEa80iL_hpg|2vQ2HPHD22d4vDKCfXQSIA|QxS5bctiBVJXKwSKRjr-eQ...
92,85,10,6,TPfhxYwdxj4XExyW2vl6fA|Q8HgFV4VRBFZ4s6lFP_2bw|Cscank-XKITnfKP5DRylrg|5WIkjB1c2JkwmqgqhbwzCg|fnQe5CpGnkY42768WyQHsw...
71,84,125,6,JbS_D8lxOm4UWa-yC4z5NA|TxDWECm9PbIboftdEoPeTQ|zJArQ1uARHmSDrW-ftRV5g|LRtip4xNRnqIdTi8Zlbliw|Iv5of7UP6Eq-OuQzLmIIgQ...
13,85,97,6,qTjsoi0FCv93wxzl0puQSQ|HYnOTG5ss5GtKQC0obLcEQ|SVFQodPcA2AtWPXPxelJkA|2mboTcPKaHh35wGmRoq0eg|EjvIyyvUGJ-l4G4QLdRbWg...
85,42,4,6,9b0Mrvs6uJu2jJqet_Jwew|YvPNkMeeKmilYrGW-Akuuw|FDG0iWM43AKux-_q8zQlIg|Rltcov7FZ1VZrJ_8BFjQYQ|vN5zGsljpV_LmBEAfhjDvA...
124,71,4,6,uKdQFH6QFdnifbF6F9DUgQ|sk8_333tO0fBXupNjVZ8Pg|kyi1SHYvHxBKHxFkMeqDnQ|o1-_2IWCdk6HwXqW-7tEfw|oRLG5fJrGJzzj4AO4yjqMg...
58,6,66,6,SzmchTLsIDVGliEVCNnm6w|4z2dXKwjgi-qxAGxLq2-ZQ|FVxo6PKyPgy5C9iOY_s9eQ|d7deQyYhH_RRc45AQImMXw|-8iCLoNY2Q52qWdGSZoDmQ...
84,40,91,6,qfWJmJ0g96eM_fWma3ja0g|63_ijW0J_PtizFXsuAJQcQ|Y7EalRsCafsApK5DcL_mTg|rMuvtl4eluKRXx77j5WEMQ|Gn_e8TJFSMcV1rzklJ9gLA...
116,38,4,6,rVNIPLoAICx-boCNc5j_qg|Bp2AWqJLBJoBjBwh85rDAw|jKeMXXpyeoez1mbGgDijSA|S-_Z60nFMGfoHr-_hTtZqw|h7uoIVCRUjScjpoQmnwQSQ...
39,73,4,6,zUFgmNOQqIL71lT_WKplFw|0nFhxTqIlkIAJypUkON-rQ|VFqjFgR9CrOeoFfkSPxXGg|9M7LpN2FISuihc9Ad0makw|6R1mJSheZwjQEoYtaEO_zQ...
84,114,113,6,ZYRul0i1bhOjirHED6Kd0w|sJz1nAmdlu8OodhvZCUooA|qnlupHx2Oyle1fQtxDeeRQ|lFYqN66bnwx8MiaIAtesoA|v45E6gg6MrAziTepkiWByA...
14,14,94,6,ExfSwwCB1zQ6ZGd_UQ4wYQ|oqYUDzhTzsw9N_Z8f0Q9IA|_evTKuGvzfQJzDlnf6FMdQ|6wqxuBt2InDipRuUj8BNuQ|1KxvbQoLUSnYlgxzJ3FEJw...
25,53,11,6,QJbRYmRqjGaR20qybtcxrw|8oLE69NIbNiietxVlK0WYQ|IrApvdduyF_p6rt-DVX-kw|m-PjNVzBCnhpBbaL6thFDQ|0gM31ZJkgi9pYfYrgbhj-Q...
88,1,27,6,Nqt7oPtEvmoBZRag5ASQRA|pxZAz8pv18wK_t-m8WpN0g|r9CL0kRk--8_Fe-MsOQFzg|G7GgIvjuxAe13Y-6Y9acCg|UIvmSmUminTaDY2OZGDGzw...
29,71,28,6,6g3pHoyXeMXFC7WD0rbJMA|GXMXaiQYLOiIM8XUq_-luQ|8VZd61Jo4WUdacQuRjrZoQ|zSlWMn4h_7tKP7ErrCD_6A|jHzcO9EKlsxjiVHxb4b53A...
8,68,10,6,OIxEAYwtmwDgvsli4oUZUw|a1RKfGZ5vQef6B3dlCHMZA|y4ikdNkpUAU19Za9WInkDw|2cEJyupw_tE2P7vPMm13Eg|dfq8VsPe6jdWB8PdcGRHfA...
116,86,106,6,OuxVgwaZfQQdErgsRLsnyg|CProMp2ieq0933QRWXy0iA|o7DLR8aD1qMxDahF3EtZcg|rJ9aYPH1Fhb24BUxKmzLng|yylDZsmuHQJQPOrzXn2HuQ...
34,53,11,6,RbXUQx_aW5WVWgl4HCwnsA|E6cYMy1ds7gpi-0nmZJqmg|PAAhWE7miDgP_I1npGy6dw|693FjtRDOBS7doxuDkHvag|9pV3c4zkZOk5NBWrlhSdeg...
73,84,47,6,MbKhuO-4uYPc0NRZDRWoew|YuVllLafdFUt9o2GexaxGg|K6hAv8V2cTuXQtU3VHAD6w|GWv1-6HFvZf4cOy1J6_CKQ|aduPqegPuD0amg0dXtxBgA...
58,85,53,6,nt1jLHRIeV5HqB5PfFWbKA|B6N3pLuRTvOOYjzD112yIQ|M9JWfmlIZzT9R5GMHk_RLg|XcZ_Z6Yclu4vYOFOQeGbUQ|13vpTPU9CG1CZwDaBgONwQ...
14,117,75,6,aOJdNN7IsxR7xy9H_bJuLQ|P24ZaH9WFUnB2lRHIH5CxA|ObBpEXntwsDGmJJTW4FTFw|dNpUBi7xvLucPkzycVWaGQ|LZmVFeN7JRt_qi7PrxOBXg...
125,72,88,6,c7OfNRMIqAhtNOMEat3Rbg|sdAyPyCWFYr7Tiq_9-5b_Q|4_VDvhKpKSsj7jZYdocZYA|0-7N3z_cb3Z1xMGDrbez6w|DbPVnihpkXXWkepRzmTPfg...
42,6,33,6,IOroNIZhOtGM9nWMT3PaNA|Teabe43lPy9IXdBlIMgn2g|tG_o4LxKqdo6tJGFyS-Qig|zuBauP4SFrV_aFiipupA_w|QxyWLkrSWzedD8eU0zj3cA...
23,124,124,6,YmldZ34wq5v1Y4yLclNQ5g|EVXWBayi3FdtHGR7nRSuew|Zw2bbhE7fjf5ZMgSmZwqjA|seCAgq2wClVNU383ygW1wQ|MU2e9Xao333ssSJ2JdHnMw...
22,73,75,6,ipaHtb0jzsnzuxkjQxvxgQ|rtoElL9ayNR1lhyLny5hFw|F5MztuiyBGC2jOacb08IKQ|TFbTZyxS6wN469IyN4BCRQ|Dzwt_MatgSJz258AYdwb5A...
102,73,97,6,nsZMsV91PfYQ8w2lbktpjA|qI28ynssa67kT-4PjHZIww|uj5QvIphe4ZWHBTCJRVkaQ|EEb3GAsXzLU1M0z64uAh1g|P9pio4kD6ixdtgIw2vZyvQ...
33,89,43,6,yMjBdRRw8_l1tgvfcMhKAA|yMBgE8VN05khK1yNpbZaRw|PtcxZjLja1H6-5svh6BvMw|nE-q4ZE1bXWTmT04msIXYg|prg-VuBmLu82ixjahIhQzg...
52,73,34,6,WWAM60cfHhoMBnYqdAtmyw|uxE5yRYR98oPgc0AFCD26Q|sn7Tig3_rVLYv0FRguh5oQ|mRAEDyKqT5pXYLYJDoh6Rg|VwVWLrakjfdXZjGwU4btgg...
31,73,4,6,ORyaYbGSPHCt6qEICQYp1Q|aFHrLn3Xiu-sANbdDHjTww|hOSLBlM6nkbZ218jwp8AvA|6FrR7PxU3h6r4io6sCENJA|MZPkLl7tffRqTaPqaephkg...
100,102,9,6,W7lUwMTTNgghTwHoc8jmpw|Gehf59IoZXPwb-MeXXxxpg|c0_zwqEFMXNV2o70_9QRSQ|NSNLvPIEfRy4FOmtN0SH3A|QYjdHrhF4wyYASZ8dHy9Kg...
47,7,91,6,9B3e-1Y13XJ1RabUpCuUnw|9gC4jaqjByuSh7AeSPE8kg|1Y5KokL1jd8JR0MEAOwmRg|j2hzwWttoIQe-g__kTH2AQ|3kyxNWApJTK2AfL6IhFjFw...
122,53,76,6,u8ZsK3py4y9xEOk-vox2ZA|G5kg0wEuDk5eGdS8Dgb2vw|JlKaAWO7yHAJXWGcMQ3ZYA|5kDMyo1iVUgeucoBsWxcEQ|-PNRUU1s0BNFu2NRaaIimg...
0,114,113,6,g2JHAYFX2tOJubMHSXdYQQ|w9GGB7vFK6jgReDykEwhqQ|iANE0gtS_Vpb7BJ_2mEi_Q|jzsspHqP9kATWji8xUhNFw|zE2IC_ocw2dxM6Hzd4iL0g...
38,55,33,6,Ug5KqH8kcE_PhbivCa_2jA|s6CzgNXoBP98pUHuSY8JAQ|HQVNu1-m1ZkIlFeYWMv5jg|mP9FfEht-U6G_Ka4fyEVSA|jxN7j1rRxg4en3F8LlgH9A...
67,53,4,6,mRFCkMufO5mSue9M4fjvbQ|HiQkn7Rp1mZda-oy-2PBjg|hMcgO98QaOFmQVTfCUeGzw|MX9gdPpixg0drDv8r3hFjQ|qK24BGXxnjnIcSG08mb0Zg...
69,84,91,6,TiMLGef1wuKakpQVnqwSXA|yxBS42yCi250PXY31jhoiQ|YJS-kqID-DoVboE4fTEGlg|chwav4bLLe8vYwSfUNaWBg|-uVvRy08ry6C_6vkxih7vQ...
88,59,48,6,4U_ZLUJOhVLgweJAs7yRdw|sMDAoDuM-2TNXu009WFSpA|DmTeq_3mOKVro4OtU2i3sg|yHDaRDsyYXcT8_n0dcc49w|B_vMkNur1eVqxHZxWFCNWg...
23,68,33,6,EBTL_1H4XFnWHJT-5cMF0g|EGMzrLZYpNmM_bsgC4AqwQ|kiDzoOCFlMGWZ97Rh59VGg|xauNmCp8RzBaWE6bZ1gcOw|b0DajxCj5bwFOafEWSmiTA...
71,40,125,6,HYNJFIp1x-8GjkxGcVetZg|qiWuEwOfZDhad1kdyCDAIA|e57HVMhbHJ37nQ363YAaYw|8sfP7UGnmDowDQymGhNxhA|zZo62mlKnFgerNx1pXq7Ng...
37,6,17,6,xj1chhMopuxq2ctQdZi2SA|0qNvhoixwMd_WRn1BykBFQ|FcOkwzkHtoGJN5f0462ZmA|siAwq-oVTFTQ8-tEbdoQuA|NNNMYmB209EKSz7mM9mpIw...
80,86,59,6,0sKOkn6CWKPWYnfifbgPiA|Q2FP_Vd2E5uriqb28w9Y1g|_PsKnYtgOk5nZI4Iler62g|FGUI7K-YLVdY61PgIx-Rvg|kATlMAOeZsaWLUditkbAHg...
84,77,125,6,SjLYEsv94TjmSjG2Fc2piQ|OEI17WtL6E3YDhvFE7k7sQ|DhZVpgeBKxoLd91MiwTxpg|mI6IKRJ-Q0EsexiCF-C_Eg|uJZgom8HpK74xz8IojpT0A...
57,11,94,6,VHdmxJZsT87D0yBPVynivg|bilDdHjvj8fvBnd7N28iRQ|HQRIfDw-q1NSwwxiRJUIXA|pd5KaIXNt1Eoy1dahUaG_w|HE8gw300ZAxexQs5T7yvBA...
79,19,86,6,cwEuxv8fBnY70FRsIgHstw|ipEZD75r51w-ZAcb4YxiBg|98FSsCfuAw1TZNC1MkpYSA|Qy50OzqZtrtq2l90tLj7Jw|7l4MokVn3IRBu1gpVTDFyg...
7,73,34,6,rzOz2hCJmJCe0d0QkMs4wQ|2daynBPzdkiqdW1ecWAZCA|KUSGvzBFRmIYBHb_jPBieQ|qzlyuqhAOJJ1-VAHUkSeUw|6CSM6ksozUMCKh6uyMEbQA...
124,73,4,6,zFk38MOcCRPXf8Ul94vmSQ|KwADSZGoeiqnlR4vUpNhig|KPyHQaKR7G0tuVedn4y9Dw|q3Bm2CHAVRBFw8Pqji2zQA|5nFoMJ2-tljaFFKIK3EyOw...
35,55,53,6,nMM4HSgyBTz-6C3XRDRT6A|ShPcKM2R4C4cJFiLucpaUg|T1ac7Ga9mwQeiClB6-_41Q|SMBA6UWclVDgjvh1zlJR2Q|ODxEEgKQoacLOiiBsCKUzA...
99,7,4,6,E0AKqwkebF15_hvzNSyGlQ|FstqiEVkJCtzh7aaSi2tvg|Hr_zdqPZ9VkGjKNv4UIQRg|oCoiJ-GBriiupCgpgWfVhQ|mfRWNYc5wGLet9L0GGs1ig...
0,40,88,6,ZKPrXH_GNW_AtZ31tP3NmA|BH9mTxgmNCdzoeTDGwcMJA|i8epJgmh3rUonQDKx1g3hw|pGrer2c_tJ2ykTfs64t8JQ|t-crW_BzXwXIOoiYQGLIow...
26,73,110,6,VSc5hpsT_CCt_Hvj92mbPg|fB2L6NjGQ-ESt-uy-YjlWw|FffPXnuuKYWbi3Aj8taNcQ|p4KaROTF8mE5ewT5gxgotQ|7kgF1JYwZQMUrHpBsULC2g...
70,85,97,6,hZrDUZmR-qh4ZLIvHee_LA|TCqhqWNJE4UMhFwIiir_pQ|qmNgEkCHUP6Hjg233Um34A|Sr9nopCHlFN55opKu7Ys8w|u1DCxkcswVHB-RUsPeDsxw...
8,68,94,6,ywRjwNxudzIHnQcqMeb2Qw|nAgklYYG1ePyjXqe18QNRQ|qLQRRPUMHb4HaV46wHBgEg|QsqhsD5d0dMxYoK-ciTgdg|zBfhupE2j25W26pnmWgMmQ...
45,89,62,6,8rljYQo5lWGldIXk8SPyBA|XDSvM4oq4csIJSBMdxUS7Q|DcI-bOmfwZpy-9cE3F9aRA|8jwRqJCG98YQXPcw3QfA8w|bNWGPsHKVUCTAs-2P9mlyg...
19,72,88,6,LNRyU5-qWpJg4F6546a3Dg|RhP6pzh6AikgrSODRHS0EA|LaEnUeazBtFdu8_IJlH97w|dj7xzPvmibMFv4zVOe3bLA|EX-ioSwVMafEBVt-xIzcxA...
84,73,88,6,2uF4mczsF86JI-Bnt7keDA|kzdW2Z8PowmTYMVbEFBXwg|J21LCs65VlAYJ781FNsr8Q|cIPOp2B8Q8FWsf4rLdKLbA|2HqWRj8ik10Hoz19YgkCrw...
102,73,91,6,uKthMQFruYIDSkMYSJoqnQ|3lsE-1hRI526KHKbeytPcg|ShtHQzsdcnh1PGWDDHDAsw|2o4CRQ-FreATtbnhlLKWew|w5S23Bs6F1QbvxY-2o8UZQ...
106,9,91,6,gwuAnc_Mq2H-jCD2dXZrWA|e-aYGkeT0_jPP_dDY1Ys3A|j9jMPQwSsjubivM_DSIr1Q|CSDUfVkpKYAHS9QIVasWfQ|sf8_MU8-Xr2PQ2DCDAYZoA...
86,59,4,6,2OB9O5u6yrBXw4V03si_OA|6vRAjgRu214rx_UQO1Bcfw|BrO4rhvgGU2vXx4cvVJIpg|jH-0NRmG-jJ4aE9ap5BfLQ|fCbpNJXHmHIi7h100fK1tA...
79,121,86,6,J8GCrwX8EDT7ULl9iM7cmg|JtA6Nbl9FcdZhpvOlxfPSA|eP5718UmRar7mwnUzWfEJA|vmpC7L9ifa12joDqZR5LIQ|g_vIGja99q860dDFLzDCJA...
0,40,104,6,zXgksmhdzgL4Xx5FylbP3w|tl5dthD9F3vGCww-N9kSVA|poPnqR4SqzoQfH0RMY3CVg|cRBS0sa0WmKOBxqg-BERew|5IL3rTT-_LHyvVJRVNKxaQ...
5,5,36,6,kclXi5LMAgb-WeTgGKWTPA|cdstmGcsGhFunXColCUhuA|GnXLe-SHVmlvx8vcU-I68w|xNiqiva8JyA0B0nBH1LdIQ|36HScvO3gCXuPC83nobF8w...
71,114,34,6,n4alafw1npRmVXzfBLUGPQ|Tozj3jTcnclmQKlNViY7SA|vr-PnxYAFutJgsVswO9EQA|Op8RPQBkiix8nDWsFvhnqw|Bcr1rVZLWN_6azP0KL1Qug...
1,84,4,6,lqQxSrrlTCBn15Y8_XiChw|FaDboHLpVcN01oL8EYTX2w|zo2p1GbzhtFZ9vKynK1Hiw|7glaDklehs5KxuoCmR9V1Q|HI3d_nxaFBIq5SbJo_7oUw...
32,73,4,6,_awhFQUGJGaFMr38viqI9w|I79keuDOkqf1CFjYDMRMNg|jM9eNs-zXQ9iPpKskv2kgA|ZqtneH5BRpuOnhmvYKkohg|TYylLv7GZ46PIiuum_G0gA...
15,73,43,6,UhIdCsdiWS4K0EkbvVdlAw|tMZysJlRjlbMy9qWZuuPLA|-32hOCwsuKd04WO-HQyYFg|5OW89S9JXE-mllkIWMg8hg|8VhFYV-IZQuzWteF0qWqyg...
87,49,73,6,Z0zEjG0LWG5FZs-hkkyA4Q|wxwdmzxlT1hQXnqImQt9jQ|a7SjCZko2dBX7LZLQ6fKlQ|vrur_uV5BWrJIEfPKR1PAg|QfkQ-_fIrcMALq1NjjqBog...
110,69,19,6,eOeKgRKbs-iAsIEOmHTrYg|Byo1q14KR5oBRep1MJLHXA|J5CxTCM9nL_s-qYByTiNgw|picPFi6JAQ6VDQUCOqftmQ|IgHxhtNeMwhChuRenZam6Q...
79,108,86,6,1kewLmgL2YTdF3ihUVDzQQ|C7WbuWlNWDp9r-LQFl9CxQ|VQbl-K88JGWYQOUrYo1yAA|5S2ABVsh-beeN2mcECJ9lw|HEn59vPykhJahGDtN0sGkw...
82,55,70,6,2mpuOVsMG84GNYgiA42bKg|p4TJGwgDbY6AcPqCW51UWw|HArDYhE92UgxH4xKtM-c1g|l9EYpgLT-Arc6Oyc6-5rHQ|3N4Tv-FymDtYGABlQBxwYw...
127,14,75,6,s5LHJu6ALBj0ujBZODHK5A|dFTuCfvTv8b7UK-quUWY9A|-QG6KSRQKTQ80--wqrnLTg|cfPs7KkYQslLLlH9r83vMQ|34x_Rkwd4UAcKuHyJui0sg...
121,73,20,6,1aa7M7DhLCCKlnu-1G7TXw|bjtG7s_ty07L-7KwCjlTkg|A9K47DPPPxmoi3HorT1xag|_MWECHurycXN4TW4rQSJNA|w25PPU-Jadddy0Lwy6QOnQ...
100,55,53,6,8TCKKnWkMUdp_7SU2NI75g|yu3mqJWRtbVe1KyS_0n5Xg|bRJLyB3ifiJXVwUh9c2UIQ|tTSTv4GuH7_POvEmLHbspA|Gr8fjNtHJHtiaQblq5cCuw...
39,73,59,6,o4_cgIKWgvJ09TZeSzARmg|ioAcpe5KRvacB2lna-wdaw|vzq6fz7jKPMFyTleF1aEFg|QeW4N1qPfDew5ssgq5k5mg|imqAyMqiu-wVMjvBDLgkhw...
88,53,74,6,KEf1_Cb3TjytzgNevsTBZw|amEcBRcAkz4W4RhqOgS9TQ|RZcIRFkxTrDYLhTRrvCl0g|1Hd0VqtaqZJ2CtvMCNoWpA|2gbmsSu8JTf2B1tJaQoKJQ...
81,68,4,6,-mY6tC7PXYOL40vc_SYX4g|KZxmXrNcX4g6pAhWjRiwRw|MUYjCWUYgEBAXyI8MZhUww|mMLRzuLC9df66nNewVg6PQ|mNhDpyTBjJ1vJaYeqmkfew...
10,30,17,6,MeDk1UPAG3GvBZrZ-e0RaQ|fsBDLKTdOQfI7s3MFys_5w|iIE1QV6JPA1yJ_hM_G725Q|hoQhoinqBiNujYngk237EQ|VykF_4CYwDBgZIkNgBC35Q...
81,44,48,6,26Zx69vOllucV5OsHXst9A|wADYKG5qIyJcq7iisTPlPg|JiXvIIxJ5iOHqYyWQfvPuQ|44kn9IotNdaGnvXbODGcXA|5LepCpeOc8ioXx8EPrUdYQ...
58,68,97,6,sW2_khTBl1ugiCz8jRr9qw|F9TvX695Xjvw8UfajAw2ug|qPPBosvZZnHCgZKMq0wvgg|J1VkNgVP-iNNZ2TNgC76cw|vqzNQflkHpPchC_SVq8gTQ...
24,90,29,6,LokHUXmyL8DT9u-ZIB7vmQ|cyQCKxNDIsdh84WdHV8ldg|PllOAyFe5h-HX3Go6fyimw|30SveE-LXZ6a77oqBBBFEw|GqA0WvdrtLf3ZPsqK7azgg...
116,9,104,6,jXJ4PBeF7i6It6BkooAQUA|Af8Pue5evUMudP0ezVfROQ|EqZhhuEpZawghU7MNazL5Q|tX5ze34YKIpUpTA6a5Mxvg|iknUb5jhOFBjg6vQNzJVIg...
81,85,27,6,0ehETpBtO8_3N0OOIRc-QA|q7QJlhGxuB1PzPetMa7U3A|_27BIQa1uBaqx9deGt6iow|zCuSPzxpAob_G1-823V1rA|jyonW-D1Xob4UXRGobv8GQ...
36,71,75,6,ydIiHK4TE_wd7gAyifNUAQ|csBftms0brareTQSFGwpgA|wfgejfiNA375hxY8VU6vbA|49TdndmWLpvvB4WSKIQFEw|Ml4mcHCnfJPjKcFv926Png...
87,68,62,6,r4gAaKt-6w_YYoY2TQIegA|OqsRpGNMFrDpXkJxyIhIug|YxUZlqeTjGx564XHU30gZQ|38dtPdTbGxEzpvDHN9J7Rw|IxE8Vt-OClElR7lAgjXFcg...
81,68,27,6,Z4S1W68U-8z6pz5_Pn0SdA|feuteFDW6XZhq3uVTLM93A|mZ79nejCIiqt8lC1ho_lLg|W_xH62LKpHAmk_IYV9QKrQ|m2SVUOW8PBS-JgGNoR0sNA...
66,108,91,6,wZbk5vEGyxtGxLUJ09j-8g|TmVWM6zLEnVPM3GVDNr-zQ|Puo47FtWWI3FrJSgXYXbJw|l9Y5y2hjbqv0NoFu4sJ5Sw|0Heloc7hdVq1ff1pAW9VWQ...
19,73,88,6,TywTBjUpo4J3TXvBtxG1MA|3NNKjjMkjYQwkrlRJ__VGw|FOCh_0eocG1eI8bXvxCO5A|8ueey6KW9crymWsjjFLr8w|_7pYY0TS3Wao2_jnQ1LBBQ...
102,7,97,6,OK0prSyAs2DXBNthDQbrOA|rK4MQ-vybY5KXI73o-0mlw|DZbbKtBYp18VWJ032ir_qQ|v61wRXqmrsBjoJrKkIHj9g|kfpwO_cdVQdTh2_oMDZ51Q...
101,69,51,6,rD85GRZ7VA1ImLdyKDqsZQ|nhTDCQX047I7js6Dsxekzg|fRiGyKVgVyVe5DtB5mMAFQ|fp_qDmPIrB2LQezynteJXA|MnSDka9Sb8v1ewLdEeyG3Q...
80,55,53,6,cpnIFN5G_J2UK7PNDT0j0A|wbEsvQ-WTQ1M95QcRrApLg|dwlngUMWtq-_dTxe3-8waA|NxyTBRzCaNVGIWNxxGLlGw|z-dPcrtw4IW5jhogO1N36w...
85,68,86,6,vrx-YThMm8N6pLr7YkXINA|YxQtCJydDqgYbayNjPAfbg|R9BT_W4tCfW4cut-ajKCVQ|HNC6Nvp_rza7AhsXrFdENA|WKaE1xXMuZEfDGC9NY0eFQ...
0,114,88,6,fyHua7e0AnjDmuuLXg1cLw|GfIk-0bOXYDR8yXZkDCM0Q|vEdNsFx-ozYFNxR9XZQ5AA|pXRrRf8fDv6yU3xp1E25hA|EhotxJEJxpMgCJ0F82Buvg...
82,73,92,6,Lro-qULT-oa4Oz36p1yTwA|J-7oP_UaDIYG8CZwFL70kg|lQqHGyMrCfnPJATp7wUrZQ|Bmoc9P_qcjuPvVzwOWIXJg|I68BC7ULK1C7rujlbyIgxw...
108,55,68,6,pDOzKiTh3_2vwFiasBcEaQ|yWL012Q65VunA4m_moqtPw|h7goJwmapXIlMcYcl6cvqQ|QtuoqpyD0YnnQLOD3jGMBQ|00xkSHUJxe0wL4wnPJTvWQ...
87,106,66,5,SbYv-eEgFmSbRxDv--CnoQ|0XBv-vkGllVPcLyTrh0g-A|PhTbhr5japUJzlf9s3xhlw|PdNw7YINeFC9VW5VnTmZFg|wfaXAE1Kh7D5CYr-AsiSOg
54,38,34,5,zJErbOQMKX-MwHs_ulV7DA|NK0_YatQwVmIFJJyrdNNpQ|jvL1k_E-tUy_KM-5nqHMKQ|6yglX3aNDeln4vgtTxmooQ|4hM6GbEq5Jt-YZ0vRN1-Lw
61,38,27,5,6I_DA3uqOox50rBvjrQ_-g|05qjaaj-IZnfWA3Jwf1aBw|n4Ns3xLRhpkRwglwiQGKVA|EaBgGhjd8rB9KVvCXKaiAw|lxIJfx79uxpR27Mly3lZ0Q
45,53,59,5,fSpQlTHx27EDhUc_MmXG5Q|fsXyUMuxSSiOt7ENWx42Tg|iLSA0YCeg50DD0kc7D6srg|HqsBT2bd0Hpd_A8r-C87ug|QIzTZoV4QFIgesL0aJV6Mg
119,73,92,5,5S7qmk6arazWmI4gC2oC5A|VW03li9QzVKRn5F_KET8uA|dhIpGsx1bMUC2nsV4ckB-A|QY6UmlecRoT1W1pWoDv6Jw|-_mCgBtlEGbzbTsjnuXm3Q
69,40,104,5,QK9s-Chx69_U-M2gsPb3Gw|UlQDf4jrww_L5b-AYnLO6g|ZPFdJgzPjEUM6BoFfoV-ZA|hHs2Ytn2QSHnFscnALsLlQ|7PQi6YJivlKBnelSWJVX5g
92,68,74,5,XqWebxpqQkIgetia5mskEQ|j3aL650q5FMG8LyBnOoF1w|pzI9Qj8T5ZSb-wkpe6f8Lw|w-CmycB7MHsz_Ld5vAXyRQ|g1-d6abGlN4YRfSONkLtuw
69,77,97,5,aJTgc_HWNyM9gHDt__Lt4w|YaLKDgS_zIYIm6jkXWCxgA|msQY4av6Jqr0u0oodARXyQ|d5fAUl4lKaNxGfiXj4Kygg|Oo_hNqHYTfTzi4-_iOjpnA
41,73,4,5,vCJZ0WpB9r_tOhJZpESqCQ|gfeQLS1WHwi-3Vp39naD6g|5pLVCtrVQiGzMsTVWaf-3Q|ZNmKlbZ93EKZ77F7Q28wJg|awRAcg8-5OqlULhDiIEFfA
81,33,27,5,EneM1oBFxncaR1nQCD3gYA|Oy_pxlO-xYqbTRFBqflqvQ|CSJLpk1Z233hOPoZFsBl-w|X1qSCXiLogwIKqD1xNXCjw|PEe6UidOMrc5FOvwY1n-Ew
